ts,user,x_coordinate,y_coordinate,color
1491166624000,1eISGP2nWxuoegRzLDk8Vt/NrJI=,214,218,4
1491168226000,eNIuSGL3D/+5DKK130iVUA+K39w=,225,216,4
1491197778000,oLE+AzFji1YA+mDWBL8683NczV0=,214,214,4
1491098609000,fEfUsKWBqTCUNmC5TGnNIQPEh5Q=,211,214,4
1491186889000,f5VywPuSYU2yIb20AuOqRWo82bs=,214,218,4
1491176383000,+mx3HGIxG130GPp9L3xnv8HQSe0=,213,205,4
1491154679000,dfIEBWMcHFA5kLA4HSbhXqRnvOY=,210,212,4
1491194439000,wfwWjnSSgAndIlmp2l9d0ncZa0k=,214,214,4
1491166103000,qF9BIRtVZXNZQ/4zOdgVBgS5tnU=,212,220,4
1491106613000,hW3t0MqUZtC7Bw4yhjoW+319G0c=,212,216,4
1491082385000,UuDP1ZYSND8AN2SkutJTxNOTwcI=,212,218,4
1491166353000,jTEqDdOsU7z/+TkVYd/rdz2saRo=,208,219,4
1491099326000,kZTVhaHUTy7ibs9NZDk7E9jY4zI=,208,215,4
1491185770000,C6mGsyTmRZP5ABs4HUJZ6daTV6Q=,213,218,4
1491138254000,hW3t0MqUZtC7Bw4yhjoW+319G0c=,211,217,4
1491123620000,1md+Sd+yS+gfeUwqMF98pRXxE80=,216,214,4
1490994809000,vRxqOc7A0QqoThYcW/zxagAZLM0=,212,218,5
1491168923000,3J4MRR6/kzJdpNcgmmkxkAa14WE=,205,221,5
1491063725000,w0WJ8OiLQri/e/AOrMkHyv/qnEY=,218,210,5
1490993769000,xJsGzfsSk2hkZXRH6Ejqwc07EWg=,223,224,5
1491007633000,JW2sMyknHi5Lgv9+ZTHKGsH4+v8=,201,206,5
1491172487000,icE0KA19HjjLhXlxQO1X75aUTb8=,212,216,5
1490997186000,OaScfWnkED88r1YdOo3YBOvEHDs=,217,210,5
1491103718000,12VLp4t6ebK4KZMqRjKwNN7j8ug=,208,214,5
1491042548000,0Xt5ueir62NtJFC0BTR5V/mvhQk=,222,205,5
1491103027000,wxgVZUNSeJWpXc+oqc+gaRsdm+A=,201,200,5
1490994032000,elfywPgD3BLtVfdFdn3QlFMX9gQ=,203,225,5
1491009196000,Z1Ri4kNbVEJtJZkj5odZw8EYhc8=,215,202,6
1491098753000,uVkgT0PSL9j0zVS1915KZn28E6g=,211,217,6
1490992770000,PacDYP8MGc0EXzjboRCX7q6wGv8=,221,218,6
1490995123000,aR+Xhcju/o5sjMwdMEK0pIbj+TQ=,225,203,6
1491190034000,IyqGQvhehgY+y/VAeXLztzu2olM=,211,207,6
1491091269000,lxXq6St/xywK5HRdt3BSFsU5x98=,213,217,7
1490994161000,7DFw5jZX3DvRCe6x+W/nNc4k5Vc=,211,214,7
1491189120000,+TZtVWjFSum3ghJScczVJ+06Dps=,201,215,7
1491097872000,yiTlNL6oNmcr06MhcA8tdbL3acM=,210,218,7
1491099336000,i8ZIdhUzYRkpEcztTWO++df8i0g=,210,218,7
1491116463000,pgt2MZaHRFhYeN2jQWK3en149iI=,219,210,8
1490982652000,rguEDMkh758R6nCjHdh9XFaoEuU=,202,202,8
1491234454000,DbJ6b3r/iR/zsofm2A8dej94VcM=,212,216,8
1490996569000,R1iulk95GT1mqrja5yE4jVI2dtI=,225,205,8
1490997050000,jIO1Y6hja/uq4uP4nW2NgM49eeY=,225,202,8
1491238649000,1U2snuQUfcJo67Cw1XJVRT1sAt8=,213,201,8
1491169723000,VAay64QNt1/tZAf4z08YVneV15o=,200,219,9
1491140847000,9jkc9LDhyxbdiBF60BUruPwLmEQ=,200,223,9
1491127453000,r4GqmLRfoMSffaY6CGDeP8dqRvA=,225,208,9
1491114454000,ajw+Ej1f8ZAtwbHEI+HB+wFeSQE=,216,225,10
1491019373000,wLr72MHCAIWNnCLTH5co5ZC18AA=,225,211,10
1491094939000,ajw+Ej1f8ZAtwbHEI+HB+wFeSQE=,215,222,10
1491047735000,iCUAQW127n+0wdcYontdfujdpfA=,222,206,10
1491085923000,ajw+Ej1f8ZAtwbHEI+HB+wFeSQE=,215,225,10
1491155150000,eTO9TjhgRCN+0S7AmQBaFdtQjaI=,217,225,10
1491082848000,eTO9TjhgRCN+0S7AmQBaFdtQjaI=,218,225,10
1491149994000,eTO9TjhgRCN+0S7AmQBaFdtQjaI=,216,223,10
1491092110000,ajw+Ej1f8ZAtwbHEI+HB+wFeSQE=,217,224,10
1491147129000,3MYADHgsEVCA7rmlYgJWFh/knvM=,224,208,10
1491169672000,UuDP1ZYSND8AN2SkutJTxNOTwcI=,203,215,11
1491153350000,GdXW6vQhUAzgGFV0vk13FUW8Iqo=,209,209,11
1491175849000,1eISGP2nWxuoegRzLDk8Vt/NrJI=,211,205,12
1491082268000,Dn021owVlOM4StskSZIrUqcZewg=,204,215,12
1491179615000,NAGjXS55u2J+VQW3THRQUHPlUYw=,221,209,12
1491023053000,f5VywPuSYU2yIb20AuOqRWo82bs=,214,200,12
1491079447000,4Ih9C0TK3E7Z2tu/o/ESX389GYI=,205,214,12
1491168668000,TlEEZKMfEUjEnGrVwBKpnSTK6hE=,207,221,12
1491168727000,0Vk6SmCkEJDTMeL+tDE2NxB5AGI=,214,218,12
1491083446000,dzi9O9YO/kHcypTeQbLtYQBEXEg=,215,221,12
1491180428000,hx5QUh4PxEnUP2iMLsf5yCp49IE=,213,211,12
1491144918000,C6mGsyTmRZP5ABs4HUJZ6daTV6Q=,216,214,12
1491079835000,hW3t0MqUZtC7Bw4yhjoW+319G0c=,218,210,12
1491168799000,MMTkKApdVKzuSZrsTgYS9jcoUmY=,215,219,12
1491080693000,f83vC34k7PJxgmdvvg82lMNw/4A=,221,213,12
1491009427000,BXv1vojg3t9F1blB+o2muRaJZx8=,202,201,12
1491170614000,7LILGVUNHzhUmvIx5u9Ma4vILTs=,216,209,12
1491202050000,TMd7xxhb7JCUSqmQN1VT9PqpJBE=,209,219,12
1491232839000,KhTAMfMDvpNjM9lusLWa+GQRtQI=,208,218,12
1491175554000,NAGjXS55u2J+VQW3THRQUHPlUYw=,214,204,12
1491169598000,f3XYBbal8TP1kYUZNI4YRkPfaSk=,205,217,12
1491180043000,QXYHoGrFyWalfeXCli8zWfubD/Q=,214,210,12
1491163515000,vS77PzvF7YAP5jxYQQm04wl8xx4=,208,221,12
1491079442000,aQQpKsuj98+t52sTuNOOzs/GTxQ=,213,210,12
1491112041000,esc5TXibIs971UrefZtD66N1SbY=,218,203,12
1491009731000,JLNkALWr00vc6qo2r0rK1BsZKSM=,204,203,12
1491170464000,ibFZE7PJdxJRqTus0Zi7Sg1C6Z8=,218,213,12
1491009600000,4zWWgcBVKtHTQ75OpnVrXz8BYxk=,201,201,12
1491168409000,71ayoAiK38sOqm/VvdSabrUchaI=,215,218,12
1491160847000,ibFZE7PJdxJRqTus0Zi7Sg1C6Z8=,206,209,12
1491168006000,aQQpKsuj98+t52sTuNOOzs/GTxQ=,211,210,12
1491168154000,U0/qwtUTbayVJ0CfBVdV8GMtQXg=,210,221,12
1491079581000,exR5lqdXeKvdu1Ax5TsuwZroB3Q=,206,213,12
1491081021000,0Vk6SmCkEJDTMeL+tDE2NxB5AGI=,206,218,12
1491037282000,PEUShzYswcAAIGdnb5IaLFpDiXI=,200,203,12
1491137884000,jTEqDdOsU7z/+TkVYd/rdz2saRo=,225,209,12
1491099112000,CDRJBD5P9f4Gm7BZYmI1nBfbhco=,207,201,12
1491077554000,dzi9O9YO/kHcypTeQbLtYQBEXEg=,217,225,12
1491175304000,SSeSFYO0d4jHkY+SM7A0NcpkBvI=,207,220,12
1491081030000,4KwuvRur4RTmrvehKpcozVDYFl4=,210,214,12
1491079327000,6lPEoFQxoNx5xGfbIJdISoLGoi8=,211,210,12
1491180805000,B+nmkU/09A5lA5o4t+OFIpgZqmc=,222,210,12
1491191245000,1eISGP2nWxuoegRzLDk8Vt/NrJI=,206,209,12
1491023249000,YpxfZ4FDVBnW71qVAV2JoQGWPXE=,203,215,12
1491201290000,NPuAS0xA+aj2RwIM+FffieUOEXg=,209,219,12
1491190731000,NPuAS0xA+aj2RwIM+FffieUOEXg=,211,219,12
1491030325000,f5VywPuSYU2yIb20AuOqRWo82bs=,200,203,12
1491179609000,C6mGsyTmRZP5ABs4HUJZ6daTV6Q=,217,213,12
1491165029000,Dn021owVlOM4StskSZIrUqcZewg=,207,216,12
1491085187000,DUnEt2c2cEqtedpUUwUhKIja3ic=,216,200,12
1491179905000,OW60Xk4Pbieoea2QgSWW9OQTlqk=,210,221,12
1491174307000,9X3m6/OeTaiy93wzuLBT+yD8QE0=,207,220,12
1491237578000,f5VywPuSYU2yIb20AuOqRWo82bs=,215,218,12
1491092195000,ell3ywcRjxAm5koRdT0n6JHcmtw=,206,209,12
1491169125000,TlEEZKMfEUjEnGrVwBKpnSTK6hE=,210,222,12
1491167790000,jTEqDdOsU7z/+TkVYd/rdz2saRo=,207,220,12
1491070153000,OFYnmBnYN0k0YWEf5a16o8QvT5w=,222,225,12
1491165905000,7LILGVUNHzhUmvIx5u9Ma4vILTs=,205,214,12
1491169825000,hQ1vB3WMAPmOCEIKPzMwgmV+6Qs=,209,223,12
1491083294000,SrhGSNvLp+Ws1FLrCS8u71PItRM=,207,216,12
1491082500000,WwFTUpzTiveNz0Y785UOBqtv2QI=,207,212,12
1491163943000,U0/qwtUTbayVJ0CfBVdV8GMtQXg=,206,218,12
1491084658000,JCD6KEcZ1dXPMa8cbfeyWT4JN5I=,207,210,12
1491170390000,aQQpKsuj98+t52sTuNOOzs/GTxQ=,206,218,12
1491188809000,C6mGsyTmRZP5ABs4HUJZ6daTV6Q=,210,219,12
1491012549000,JLNkALWr00vc6qo2r0rK1BsZKSM=,208,201,12
1491078821000,exR5lqdXeKvdu1Ax5TsuwZroB3Q=,211,208,12
1491030726000,dR732aR++sHOidkyGVjWiX+f99Q=,216,201,12
1491165941000,+Sp0XQELvFKTfnKa91e8gV4b97w=,206,219,12
1491180942000,oThH5yjhD1UxiWh1nxxrPHI2e8U=,223,210,12
1491177867000,OW60Xk4Pbieoea2QgSWW9OQTlqk=,209,220,12
1491010146000,uOQPnZVHGaYTrEXmvubbCBptODE=,200,200,13
1491171298000,/xPnJsl+dQ9uz9Bpu0XWwLi0W2c=,210,220,13
1491067229000,nbVNLPgUuFyahzw/qMesKP+rqkc=,211,213,13
1491131286000,hW3t0MqUZtC7Bw4yhjoW+319G0c=,223,207,13
1491173699000,545RXVggBYp8YF3yQAgfoA8ZH0I=,213,219,13
1491160760000,3yTRAt/cK+W8CuoYFoGPY7T3hjE=,210,225,13
1491172437000,1eISGP2nWxuoegRzLDk8Vt/NrJI=,210,221,13
1491010244000,7Oinf/25OfYeId+gr567uGF75ZU=,200,202,13
1491191051000,J+RdO56Ly4JHHnqCi59l1WY7nr0=,206,208,13
1491184944000,cLxMxv4Cr0g3Qkh8hS4ORUBU8CA=,224,223,13
1491198349000,Gt95D5dEqiZuzUzXfa4bDDp0ny8=,203,210,13
1491193027000,cLxMxv4Cr0g3Qkh8hS4ORUBU8CA=,220,218,13
1491084504000,4zWWgcBVKtHTQ75OpnVrXz8BYxk=,221,218,13
1491170869000,0iPp3vy06cC8jt8Wz14byY9MKiE=,224,213,13
1491121033000,0iPp3vy06cC8jt8Wz14byY9MKiE=,221,207,13
1491171416000,0NOzMc2rdHuBCLh/8kg+lM0RvUQ=,214,219,13
1491105073000,KkPyWL22wx5AlYbufUL1S663xSE=,202,208,13
1491161632000,XmDHxGpqWC12won6p3ZcuR08vhk=,200,225,13
1491165736000,9UAx7ibluOrhXaUQ/kG+9H+strE=,205,225,13
1491195666000,iIGapcI+vk8JtLD+Cz6qPmiGTt4=,223,216,13
1491169115000,SwC4Dnh4cSeHMyxBkUuLfpjL9jE=,211,220,13
1491092674000,C6mGsyTmRZP5ABs4HUJZ6daTV6Q=,202,210,13
1491179277000,SrhGSNvLp+Ws1FLrCS8u71PItRM=,219,206,13
1491019264000,JLNkALWr00vc6qo2r0rK1BsZKSM=,208,204,13
1491183340000,cGsHQ5fdsAEyZVkEOoFwPF3+YQA=,222,219,13
1491083016000,f5VywPuSYU2yIb20AuOqRWo82bs=,218,208,13
1491169715000,UjNMUGYizKXJUXGioR0p153+X9c=,212,218,13
1491069343000,EUkZ2Mk/SIbz0zXC/sFKZmk1Kls=,213,218,13
1491169779000,WAzHnPC1gTMS9imzCAoRJPODwdQ=,200,219,13
1491172249000,4gzQQyT9hioaGgFU/MoOPslMwEE=,206,221,13
1491181720000,9X3m6/OeTaiy93wzuLBT+yD8QE0=,220,206,13
1491115445000,TMd7xxhb7JCUSqmQN1VT9PqpJBE=,222,208,13
1491191649000,rsXF7uuRjnzvPiDwMYgupOdh4hE=,206,207,13
1491113176000,TMd7xxhb7JCUSqmQN1VT9PqpJBE=,225,209,13
1491061659000,KCPi7vyU290lu9vdOLqFCdmmMLI=,211,224,13
1491170087000,8vazYy1yXi8ZqEKu0/zmR4FeEhQ=,202,216,13
1491157416000,Jn2AowHLsriUlfoGYRDPGfymfq0=,205,222,13
1491076427000,KhTAMfMDvpNjM9lusLWa+GQRtQI=,223,205,13
1491162381000,Q2Kam0Vw/FUoZWbH+IL6ngoX9Ho=,205,224,13
1491212481000,wKOZs+9rGmLJfoMpMsHeabM0zGU=,212,219,13
1491084398000,f5VywPuSYU2yIb20AuOqRWo82bs=,222,210,13
1491168512000,SwC4Dnh4cSeHMyxBkUuLfpjL9jE=,210,222,13
1491176781000,UjNMUGYizKXJUXGioR0p153+X9c=,212,206,13
1491185431000,yDiSdIEyyDXERlS5jxdsZAIS5uQ=,203,211,13
1491168642000,89Yqotnizevu2xBdabznqICSgok=,214,219,13
1491171502000,FyDqaFjMStRcp6tVybpvRdrB6Vg=,212,220,13
1491232752000,feOvioRgZII5L8+dxTY410KG2mk=,216,220,13
1491174643000,dzZuYEx2nDU6UIqkzzuchc94RHU=,213,220,13
1491123396000,8Vj36ihu6Hwk6t0v7vwpSJMMpT8=,223,207,13
1491101640000,RSRyf7jD5IiqYufOtHa1cZjneY4=,202,208,13
1491182501000,cLxMxv4Cr0g3Qkh8hS4ORUBU8CA=,220,224,13
1491229580000,kLJl75cBkQ96AlmjGcW45oMTprU=,215,219,13
1491171257000,4QBL8ZGJEuP/wY7idzZv+OQlTG8=,203,215,13
1491127556000,acXyTlmbi5reMoRPISn2zAWwNA8=,202,208,13
1491164092000,hW3t0MqUZtC7Bw4yhjoW+319G0c=,223,206,13
1491120767000,fEfUsKWBqTCUNmC5TGnNIQPEh5Q=,224,208,13
1491164273000,qcBrk0xMSzfgl6Qh2haC+Q57iP8=,218,204,13
1491181530000,cLxMxv4Cr0g3Qkh8hS4ORUBU8CA=,225,224,13
1491057480000,FOPnAlj7ZsgLJB1ZRcoj9QUgv6s=,209,205,13
1491190027000,pvtxNMQMxaXa2h83Yh/MGVc8JMI=,203,215,13
1491114077000,1xexFuWOZGcEH86XxYYUDbhhCis=,201,215,13
1491080560000,Hshhu0NJFRiSMC8JHgMVw+T4c2w=,219,225,13
