ts,user,x_coordinate,y_coordinate,color
1491195295000,LRkBrGMhuQnX4qUcT5yI5POLdK4=,269,213,0
1491209141000,LqTbf3DSHmchQ2z1nQTf9tF2UUE=,258,294,0
1491166073000,hy9KzK41pnm54X28WAIluzOuHgE=,265,225,0
1491161471000,5QU984bdPD+BS/XXmPcST5/uGWE=,259,296,0
1491225896000,+zLLiaGdo4yV4C0ZsR1awpnxFqA=,259,294,0
1491166077000,VQfipZVewK7THFplZOkQNJ3hPX8=,282,225,0
1491169857000,80ciCeMVWvHkgCMgUD1KcTtr66g=,299,299,0
1491142702000,ryd1AP/Xjs+uacyy7spC1pjt+yg=,296,290,0
1491176588000,M/B+WCvIiJUU/QEgFKEwcfQ8D1Q=,286,271,0
1491208690000,Qd9W70DI0PLNVnDDsKUnSr5EKe0=,254,298,0
1491159756000,o4z7VdyKHPYMzBuLRVUc4awzWy0=,236,238,0
1491166460000,xH7B2D7EUEhpSxjbWo8XRELp3jw=,263,218,0
1491211579000,Da9EVEUiuT4dawV5H3724YielY8=,255,293,0
1491235111000,flpuIvZ0LhEzPTzmeFA6oFo+tRU=,279,205,0
1491186756000,n/f5oGGbH1cw8vjkMTCy6ifWM88=,288,215,0
1491109969000,oSHP+CQEJ8eb7e5Sr0+et5ojBYU=,273,299,0
1491175392000,kKsRiNtVYZT4XLf+yYlEN+FdtNk=,263,265,0
1491193706000,yfDCYrwIs2DnTqYOw4d6CS6Y/io=,257,298,0
1491201305000,GB6tXaCvGxZA6rSdSPboYsbzEbw=,278,221,0
1491213220000,TKxP6XBO5rJ3ORe9l+eXLVb9/Io=,281,215,0
1491168547000,qz5LL8wUbqOTIfE2EfcAj08eBbU=,258,294,0
1491188797000,5xZ/VVqBi5e2yfFwblerBSlH++4=,296,299,0
1491187290000,4lDCtSoaqOXH6hH0W6XnWp5Vqi4=,215,254,0
1491188636000,c5W6sFe6DLwqusXPxiCQx/iWCnI=,262,291,0
1491236755000,2LMGYalLicok2BoQIA2Yrzjvbvg=,300,213,0
1491118427000,89Yqotnizevu2xBdabznqICSgok=,203,286,0
1491105300000,0nCWZGQz2HWIipqkyv0vxgdmfPo=,257,297,0
1491162201000,A3geZPASgyXUyNa4NvK/qbo8JXI=,207,236,0
1491198179000,FZNjuClpewuhXFv7myF+rhUkEvg=,277,224,0
1491077240000,3JtigcH1wi/zacfrP/bb3cl3BFw=,298,279,0
1491194154000,sT4UppA5P8emePpmosIzPcKZUr0=,201,236,0
1491124407000,ufwRsRjab5irj3M+qX4bL2O/wV0=,292,277,0
1491162744000,pIVDrc5kVpXgFphj0Dh+41G5eN4=,257,299,0
1491162851000,vzrjx4bOmgwlXPFZn0A9YKE0XqM=,240,223,0
1491199747000,+qPkUEFNr9fVJWwJE4Dq/iZZP2c=,230,253,0
1491224039000,DPsBzCFWgS4HxMi6ukrWMBQXdeI=,215,253,0
1491168266000,oeaI2jtWDVJFlBHq+dCGZcsbYOY=,299,274,0
1491234928000,TxnHWgJoFo8VXqL67iW4IDrMafg=,275,242,0
1491166946000,t7Y/onnq/4CMidmqY6pYgzy3obQ=,261,207,0
1491121549000,/3XTHKy/8xzJxy4m2XmuhgrKGpQ=,224,272,0
1491202051000,QTWUiC297PXINIeAypK2Nyrstlo=,299,272,0
1491166870000,RNOxpBUt10dT6/BGQk92xvJ3EZg=,290,218,0
1491191871000,xx+lkiktSi/xpWu6ymmtFXpfiHY=,206,208,0
1491173861000,RNojO9FtXYhOel3y0fRe/gxQWlE=,292,276,0
1491184920000,FCX19yNcDXQoNV/xxICd5YbUlcA=,218,229,0
1491169468000,W4E2ba2sNfs5p7b6s1lIA1gieo8=,242,234,0
1491183637000,Wl+OixqozQ+sVdf00jaf2fR+XWA=,221,238,0
1491218811000,tOWleM9ch5NvZ/JJUQHZSCTWr1g=,262,223,0
1491173114000,x9568JXTEs67R/RUegzmaT4cj7Y=,207,229,0
1491116087000,/TiaPJO6fm3JmYe/nIzj9bYJU/4=,276,255,0
1491171701000,RxjvmGFSN2VBLcfYnc9RDdl25qQ=,298,300,0
1491168057000,ZLAyvUvQyJiilsVYh3RKdTh89Qs=,282,220,0
1491162951000,iwdY0ezA950lUiSvRytDrN5OM84=,264,261,0
1491167916000,fg2dIc5T+73lE81MNhpwLRsKmdo=,265,290,0
1491151294000,alF+DjbJpuqXNd3q70cnx9l4j7M=,295,289,0
1491130901000,vbQKeeRUD9q2wGQfHANlyRcN+Zw=,242,239,0
1491184593000,msvGYmMAEybDsIweZRI8jElNGQE=,204,228,0
1491198249000,2Oxwd4CR5zzEplQ+aIj+ZuJx8QQ=,258,297,0
1491215605000,nZ6qakGoIansxJddgkepVFWlaKo=,262,231,0
1491113343000,+yEv18jlVsR+4oWQuJD7kqFtKX0=,271,258,0
1491167011000,nN5fzZxK+HhTQWPUJV8LmV60PoA=,280,218,0
1491155341000,zXlFGjxKOHKmt68FKzuIKVeXfHQ=,258,298,0
1491129075000,OVz3koU8yJy3OUN03OwPUJc2dwU=,287,282,0
1491150177000,HIPPZVOpfbSdxFZwN596PO83bm8=,258,297,0
1491166922000,7Rpg7XAE1arqfEKy3jNUM5iEcXw=,279,207,0
1491113270000,X8zUEzLwznPVe8xP/s9yGy9Fn8A=,257,297,0
1491194499000,tg1r7z+2SPeN14ikR0zihylqC6E=,200,235,0
1491154832000,MB7SlmU3c9fhwHIrHhJ/E4p9ZwE=,215,300,0
1491075239000,ZvjcpKqUJ+H8Bs265ENQaZQMQMQ=,280,293,0
1491207236000,nGjHtHTKNBff8gR48PjJ+u2AsZk=,253,299,0
1491174403000,gyXLAOn8jeY46uJfFv8LMTUM2l4=,288,273,0
1491173542000,rQKWZ9vpQenetBXtrXxPDPFjSCA=,263,229,0
1491087005000,bdem6VDnJV4RW/GdE2c+fIMpfEw=,207,291,0
1491195641000,oQ5kdVE8CzMldJjhlaMb47UVC6E=,271,202,0
1491136612000,IOCHJyuki7Elq0eJ/F0LZvAW7lc=,257,295,0
1491166852000,ejjN/YoAA0NKDpExV4pIz39s+/U=,272,213,0
1491148708000,qVLeyjJ5JfswroACaCbYv7ouHtA=,258,297,0
1491217998000,PzsWVyK2RX8TUffzHrQ6SXEPTTo=,262,219,0
1491111572000,l1WXmrD3G/EeNEQPhYrQhJrBo1A=,254,298,0
1491183694000,J6ZlvWsNfYxLq3WWbdjZf8cWDnE=,292,210,0
1491166135000,1Ld4WLqfVxE2LGdPwrDuftUjdRE=,286,220,0
1491178108000,GB6tXaCvGxZA6rSdSPboYsbzEbw=,278,223,0
1491109616000,lMocC3Yx61R8YPSjVBg5Tz/+kaY=,300,296,0
1491109860000,gPS835AmTWMoNRkmsyAW2s3Oi5Y=,296,274,0
1491228466000,cE6af5S481pvgtUmuINFmVpxSoY=,201,235,0
1491166202000,n0VklY5k09Z/TXCiwL/sGgCnl1o=,291,211,0
1491230687000,wI4edU4T0ZmcxiULWURJ38pBGps=,237,276,0
1491111015000,B1EayM5pZZgQDGdRYmMQnGiacJI=,291,295,0
1491086946000,Ai6iJWX8DB/dNFEe1yj8gBhM6L4=,258,298,0
1491191662000,8rEq32Uz7+FTietarCxqPTBveMA=,283,216,0
1491159488000,/PM2nIV7HMJyJwaobx8DMH/KRF4=,236,238,0
1491190866000,4O0IVyj/NObIt0qysrQqiFDvtmg=,253,299,0
1491178934000,x7VnOP8ENx2v2QgLpq7Ix+FXpWU=,273,260,0
1491168775000,BcM5t11FezhFaILwk1tkE3MUXI8=,246,281,0
1491137343000,OYxJbNnpKahwvw2ZdVnNvirPDLU=,200,274,0
1491119455000,JBDrir5Caes8O5j0sc3iu07lOF8=,259,299,0
1491096687000,+gMPXcAujs0OQCbRtmeUWxmc63k=,294,277,0
1491166958000,GCmQVgqVqcGrAOHQBXM0/QOlZM0=,283,228,0
1491187216000,qQ5MazCNTa587HwF0VVLKq7iO5w=,211,227,0
1491166494000,/DcFESiGBu1nQACl4spUlv+QnuM=,283,228,0
1491004785000,t4m/Q5VVLOFE49BgeU5e4HxNm14=,280,237,0
1491237646000,QxFkKEv2rWywwH13TB+7ue1cunQ=,259,297,0
1491069018000,31nxlxp0BgueBtU6+7dkaxr28eQ=,242,223,0
1491226274000,Ow42eO3tcD+JsbLgjo5lbG4E5Go=,222,249,0
1491096503000,ERkrGBMIuOYQeqs7cgZxbEsDvCA=,259,298,0
1491115931000,Mph2QkcYBzdcuJi1jCB1nIKDwuA=,275,230,0
1491095553000,lCciDmZ91MlymZRB5HrRH34S4nQ=,257,295,0
1491186208000,VlBb6DdsL1xzNNAMlgh73J+xgPQ=,288,219,0
1491166842000,95NOqAdLIOuYDM/H1HOhwf9EROg=,276,264,0
1491136914000,nsXWXWn1ChnrnLK06XcJApGel9I=,253,299,0
1491119704000,o/pAGPsrSpB/wArIW4uLZ9AjngE=,224,275,0
1491223276000,9NJ3vqhHADxLdv7ChWvCk7i6RYE=,215,254,0
1491197144000,oV/QBQVpRBPm5K4UoK73KXfcG0o=,272,263,0
1491084009000,FG3Ne7qLfgbRmynSeTWuFQb00TU=,298,277,0
1491095728000,ks5MrpbRz0onUNIpnhl/E+vIBT4=,258,299,0
1491067179000,3y1lF3ia9Hx/DmUG750H2DdZU84=,298,297,0
1491087812000,S/OMc9lVuhLUbpqp9v7jZKCtvQU=,287,248,0
1491167446000,1I8pdX7vo6Vj9p012pAilT8GkJ0=,278,223,0
1491184355000,z6/MNMvb30I09lwTjlwgfewnOco=,293,271,0
1491192774000,g/9HouBqaOJzkfJjkerCjeS+l+Q=,259,297,0
1491078603000,iP+aGfhVDgwWd81+GOlKNkXLqlM=,298,277,0
1491215674000,+DcxQDLn3gKyI4QHyCMSQf+JLEE=,282,215,0
1491110625000,/ItkcYjHbK120n5q1S6Wb4kZbRg=,292,277,0
1491163461000,corepNND+zFJ4I5WYBMNCpqPX9Q=,265,269,0
1491075695000,7OnLQ4msfcje1gVMd29GWbW9cDE=,297,286,0
1491142536000,26nVFb0ic0FIDhCRRXiQx7yJXTM=,291,282,0
1491186849000,tg1r7z+2SPeN14ikR0zihylqC6E=,208,235,0
1491200696000,rrlnYdA3qZeoCC7ojs843RzokOs=,275,225,0
1491232221000,wN2QkRqSWiTIq0MPbawRctnJLgA=,215,253,0
1491027124000,L7l8ZhDVDOa32e8iHXbbJym90zI=,277,281,0
1491117157000,7VygVJ4ViSAzJgOUYLaPJGNP/4M=,300,274,0
1491156518000,Zf+E70kppRE3ZuAMjke3D5pDmrc=,258,296,0
1491091355000,9wemYMGM9GrV0aCmv8BYgDJcmH4=,256,299,0
1491166377000,zqMqlhkxrQsnJWxdUNyc5f1frb8=,262,221,0
1491123113000,q4X2/nyngoeNOWGy4/WEBxslAIw=,259,296,0
1491190498000,TUz99t7UANeDgP7a22cFRPnjfMI=,244,239,0
1491159535000,NPuAS0xA+aj2RwIM+FffieUOEXg=,201,231,0
1491143099000,iIGapcI+vk8JtLD+Cz6qPmiGTt4=,244,207,0
1490995091000,7B6Y28F07HpnGpiPHD5bEUso4u0=,247,240,0
1491216664000,qxsC9xnx0fxJrq2LrcoOZlmmFoQ=,276,241,0
1491166142000,mYIu72adMXjo8KBJP94qKSykSTI=,256,296,0
1491180950000,Zg1xv9NhAPi+mCR910zzNDSzs4g=,271,233,0
1491104435000,NtshtweAF0HjOZaAyNhz1/VKkII=,298,297,0
1491152614000,glouEnb4unOIJ5adDJcC429yaqM=,245,207,0
1491216851000,qsg9TQKDGLZIpO0QsDsd5Id5HCI=,258,295,0
1491210805000,TKxP6XBO5rJ3ORe9l+eXLVb9/Io=,281,215,0
1491104495000,2EGb/xHJ4xu0pN4GbSK0cXlgSfM=,300,250,0
1491166940000,YRGNO/YyZyIs18UU6IrQFKhaWbo=,283,207,0
1491135413000,NRr4Cy/s9GMtEG34u3n/UxLXQS4=,258,296,0
1491110850000,XXdBN9jatUGP/7JTKPZNDILCSOI=,253,299,0
1491208514000,EVBPNBD/oMbu5+nUSbjgW+edNUw=,228,256,0
1491236443000,QgWOrD/5GHVXQ9am4iDPFskKlsk=,271,210,0
1491232279000,Yk7e5kKKVpxPHgt+mYxVZTokuNo=,260,296,0
1491069180000,KWN7b957vLQLCpWOdP5DfiEdXPI=,270,292,0
1491175651000,idAEqn+jbAm00d4MFGcu5WtshuY=,266,228,0
1491169456000,NYYB7xcFF2efp4mBFsQxezr+QVI=,287,273,0
1491164480000,tefgPOdgS/HTfo6V+pV8RHBV0os=,276,262,0
1491174401000,xjKYzWB8yLbET7aiGWFAvCPCKwo=,248,214,0
1491159456000,9yp69I6gdafbhmNKG9+PSg/Irak=,258,297,0
1491155958000,wBNTNLKFOlHcG0Gle/XPUXFOJas=,285,272,0
1491223681000,tOWleM9ch5NvZ/JJUQHZSCTWr1g=,261,211,0
1491155472000,GmPbHpmht1eq5S9A/lsCtoWzHNY=,248,288,0
1491167416000,k0iyNHIZ7YK8nKiek3A00aiwHt0=,283,299,0
1491084482000,aRZ91mY29WByDdjw2biyFVsZ4xI=,200,266,0
1491168578000,6glD1bzkxo1PhoS+vGQt1txhL7s=,258,296,0
1491135400000,z84Wh1l0BnhXx8F0FWLCHt3Wd4w=,260,297,0
1491094311000,0VrIdtJ2OqTxyzajPgLVb0GTCT0=,240,271,0
1491164853000,Qe38HAzJDRUREqWMpOxaE76X1UI=,265,270,0
1491104186000,qb/G/c8aMrs37r22lZRAo/4+8Fg=,256,300,0
1491221068000,bCoG/J3GB3KsDOxMbokSuQby9jc=,260,299,0
1491229685000,4VXxE1VTdihQGXTAObK+AWPpfpw=,208,242,0
1491191351000,BDqbPVX0+tbOYmfrIOPjkRbqcI4=,222,254,0
1491088022000,oJkR21ph8gGwHM+S4U82WxxC6i0=,257,297,0
1491095944000,Yi2xnUkWTkXmbbk9pq2jXR15rZU=,256,298,0
1491127748000,ksTH84KLeF8UdJbI9yaIHGiMF6o=,211,293,0
1491190737000,4IN/9/RYPWRh1lc54VBEpUYlqPU=,265,283,0
1491149516000,BvdGripaxgc69/OGwzOiIr8NAeg=,250,215,0
1491164336000,U8JkChzJP0i0JwgP81jYU+OFT28=,208,240,0
1491127524000,rZJgxdqL8ycFl6gCsr0K1290yeE=,294,280,0
1491233919000,wnK4UOxesziX8dErg+9fwtyLwo4=,294,273,0
1491183609000,3T8up42uGPosA0PQ6QBNvc2y81w=,296,279,0
1491170037000,jGjFX8lCMRMKqf9iIdkm+3oXOI8=,258,298,0
1491118990000,zy2EKQmIWk6Zg6VcAuaKEUsGkOU=,280,267,0
1491187879000,4TE5VikjyX0Uww/csebQa4Oxtds=,206,254,0
1491147421000,kkdYBUSO6WHYfu1YfDEgNLBQMkg=,259,297,0
1491086110000,4TbdBdmIULiOA5rVFkLc6ykWQkk=,263,290,0
1491175367000,GnI8vEGXImsrQy966MSXmA5dseU=,280,232,0
1491232191000,pqieKcDikgyk34X1+T5LM3yHEys=,211,231,0
1491131104000,0CyzQ7pR96fDlw2yhKL8g7Kf0IY=,212,274,0
1491204766000,8rEq32Uz7+FTietarCxqPTBveMA=,282,215,0
1491178354000,iwdY0ezA950lUiSvRytDrN5OM84=,263,256,0
1491183583000,BnIxlqpy8FoiF6CwwbePg9cJZ/4=,221,245,0
1491090999000,N3VHlCb03JHXuAKz7EGTEnsWGVY=,256,298,0
1491166270000,uhi1fo7ff8XP/AhjVSQWMfHqMPc=,291,230,0
1491095862000,CiBDi+GNsVdsHLoZbVve3QcQSoY=,257,299,0
1491081133000,yBqoBYuHFWKKMz1R5nlwr1g+gg4=,299,278,0
1491167095000,+R8GOdOSeMVzpJ21o1BqGsY0qCc=,274,219,0
1491156701000,UEOaO/VyUXz6GggKOp1p5LFHqkY=,288,273,0
1491235776000,408MFUo+MpEn03/aFUc10C7zUCs=,259,296,0
1491142589000,K7d7oLFkEi9XXDJaA/GLJgoPQPA=,299,290,0
1491180015000,TxnHWgJoFo8VXqL67iW4IDrMafg=,276,241,0
1491162034000,m5Q4vX2N/B1RTNCTjEXYuvJpsow=,220,207,0
1491166623000,ZmMZknYabv4hVFrikKAY08i+Jgc=,233,282,0
1491191008000,OwWdJ2SeSFei+gehzoXO9FNnD34=,263,279,0
1491095926000,HmB9J83FleaxcbVAX0TIv3jrOiA=,275,201,0
1491176322000,yVaYY0rC3YB90N3iDQWC+H1KllQ=,268,265,0
1491195583000,wTRtFnqH552FGKI/tHe3tJuYqos=,267,201,0
1491171173000,EHUeTYwFzzKfWfN1PmcG3MsO4oU=,296,276,0
1491233852000,rW3R9RIZexYW0GZ4ahgERh4BDAg=,203,240,0
1491073358000,L8DImeEWe+nghq7LD5p+GallDkM=,272,290,0
1491032418000,KDi7loXj4n4OC9LCkFbmjABwwyM=,290,270,0
1491113780000,T3tm6opEzgBkryCo8WERVI3w7ys=,294,276,0
1491085213000,lwy+qe9VlkP7u3O63SGAKfYsRlU=,257,297,0
1491190282000,Y/Sklq1MnC2FX9Usko6DO4fAffE=,258,299,0
1491167962000,XQ2JSvsvJoE+n/8zvL9oQBQ5Mtw=,288,271,0
1491161785000,nlzDNPslzuCkll5KcQQK1FhAzv8=,255,294,0
1491087967000,Sff0cEjyo6MxvUS+BrhEONkbZCQ=,246,246,0
1491167247000,HNoJXaowNTlwNmlFMbMdihZoYfE=,291,214,0
1491112957000,abNoLAFHq3gVFs9rgXgCfZ6+N70=,298,279,0
1491168805000,pCwvLJznArIuoAsjXMunODcVsvc=,293,220,0
1491185280000,LRkBrGMhuQnX4qUcT5yI5POLdK4=,270,209,0
1491092379000,r6iDI3gJRcJgpdYi15veVR05ceM=,299,290,0
1491182824000,KeSNnXsBQekHpkgCz9ueOsNj+VQ=,294,272,0
1491085407000,qGNpWzJqaH7YS8LVGxh7ShTB5yA=,277,262,0
1491151366000,Q8aieytpGhnmxiSE0ixAFf+52xk=,260,296,0
1491150327000,+BePPEkceumbBJhStYiCJxbjIg8=,254,295,0
1491143215000,UUIpXD+CK0S0SVWEU52Nm0hFIMA=,258,298,0
1491103384000,xQA4bZ9/a8UKLdsHNUF347F9vwE=,251,244,0
1491014645000,EAprRpYZdx5N4c0wsdeV29LrRW0=,281,225,0
1491232489000,TCLQYE1MAVihU67OB4sPbeEvdAE=,259,296,0
1491182535000,Q2Kam0Vw/FUoZWbH+IL6ngoX9Ho=,202,241,0
1491158129000,iSKd4zfF3yb+3lbSmY/gT+VEW+A=,246,227,0
1491150578000,C+Mo6rZPVoMqN1EQ1NWWT1RgLfg=,202,250,0
1491167887000,KLkgb1S6XgqQ7CJ9kmypK3t5fAg=,285,221,0
1491158712000,X4V4Xop8EOMeDz+T9Hwr+0qCfzw=,256,297,0
1491183136000,4Yn1zmagD9iZEuRJ764amqL1lMA=,263,290,0
1491109740000,Fs7rFFfsf2PQyj7Oams+CD91yvQ=,299,277,0
1491074448000,2gIv6rSWsLJDewp2plOxKSeHDhQ=,225,298,0
1491192403000,vu1kF5l/S9Qz4XtHmoqzRcyzmys=,259,298,0
1491194811000,nhxzUbHSB2U2MU7bWahUhFtJMpM=,276,204,0
