ts,user,color
1491231831000,IsD5/iP7KyRq8zHeCMkce1awj6k=,0
1491211494000,KVCnRXpY95MMxlrM0++kgjIw9N0=,0
1491135792000,hDJJPavG2/Zb5tjX1yU8AM8Veeo=,0
1491033746000,yxwWInKpJNVcorCQ2gMz35iYtW8=,0
1491091992000,RkbnhedtUfhAzxoQ6T8Nt13xpAo=,0
1491199611000,snXk/7p1kKLR+ur9NkRbCsmpx6w=,0
1491046228000,pGDQpJiW4cffB3G8mSuK2xRwD/8=,0
1491156835000,pVVIhjK040crGE2xPojzM5yvcUo=,0
1491115452000,UXhZu6BD0P/Marn7DMa2PHMvPtM=,0
1491064746000,WYkiVEiloRVRCUJjmUnErugB6YY=,0
1491208795000,37ZupD5nD46udZF12fSAK8mN94I=,0
1491087637000,cNFBPbjepNS61NUHVQugdYze/gs=,0
1491033693000,YbA1JaJe/4TOMGY8hqqTWMRi4cw=,0
1491235267000,91dZ7KO9e1jF8QaNywT3KdWiJa4=,0
1491165466000,FgFr2Xi+8IMXuQBpaP6ww1cAPVo=,0
1491088650000,TkIgk/nkxWBdBdk3Cqyw7g8Snhg=,0
1491191730000,Eh8SOpFbVzppnHYiDkvstnDsChE=,0
1491158445000,GfSCkWs75wJDM2xwFN7raTz8epo=,0
1491115349000,fsqRcDOKeP9osKpvlaCAfDPqyOo=,0
1491199449000,/XRgZzFOCO4YyWR44QAI9s3GtfA=,0
1491130293000,4fvwtOYu9fZGuedR1z0ONzaIE0A=,0
1491201762000,+b8kx4otCCk6OkYW7vz7G55MHCk=,0
1491188755000,6OIhCK6YG0itzRcDNS9rBpntPoQ=,0
1491115589000,Ub5Zwzr2LGBjfzKBHkG9wwacJNk=,0
1491087352000,gClTFH8VJ7PCGch3rPEt7lzoBRA=,0
1491229869000,cdRjkK16EQG+dTh138FjJFo6KgA=,0
1491200075000,Y4VsXJ5Djomg1P42KSO3X/lBJnE=,0
1491199536000,pQ+6AJGB3odUE9+EwSKPdL2RTjs=,0
1491209187000,EVAj3X8SiUIh4FzBJ9bPXeWcLVY=,0
1491129154000,aQ0IqJUQqF37FgU+W82e2JoMbns=,0
1490985659000,aTEfDlGR6IXE/v7+Y7pcvoNI+ug=,0
1491152368000,/6M9KbOyYQCL2F8bDwXwhUL3yCM=,0
1491108425000,JBmp3n5BF4nKrc+mLQXMvCt0CeA=,0
1491103908000,SYUzTk3V2ixsV9jOVf/Xrp9308A=,0
1491184711000,9GUumrKNpCF/S7x+aZq0tuQMJgk=,0
1491187770000,RVQM1aUSl4/uvj4HUeMmQqos838=,0
1491100802000,34rrmIYNEmqXOFntpWjhHjTEDiY=,0
1490986712000,cDd4qYUmSYVbrx6zD/co7kBo5v4=,0
1491219699000,V+klVdOfMpbwmyWR+hXjlr6ljMY=,0
1491140483000,XsONGCqrbnm1LymWuyCy4GFyuNg=,0
1491118744000,4UcJjWLDR9VNmUOHCP0uqzQGb/w=,0
1491234180000,Gg6B9uGhDPK9Ut0h70NA9dUkW04=,0
1491058679000,hp5Cy/403KLt8dv1AWCIBW6RAH0=,0
1491090262000,sA3cDrpoa54aB2FErckProRQJpE=,0
1491129875000,m+QIYeqzecJyEpTVKW7AzrhrmH4=,0
1491228924000,hUmn/YBhJgC3VswG5jbcypS4hBI=,0
1491222408000,AffCRnQVZb8EJKf9YOXM1/lRn3Q=,0
1491176146000,jfj6fu+WQMVXqaHFYDjr+5wbWvE=,0
1491217944000,RRe3bKfEDgwsoxG+DpMyB1EpC4c=,0
1491183886000,3I/MtSCUaV6cw2jI6qsxIJJ4tqw=,0
1491123721000,GKYKhw6RHnbtHc+QcSUrmHt85VE=,0
1491128877000,oEL7Wq7frr+MEcnyjmPFdW82VA4=,0
1491218902000,wXjXMIpA8SiXl/oDLz7DVE2riAQ=,0
1491191948000,tyZeOI42sceMs8gTzbEWgIEz9Yg=,0
1491102095000,34rrmIYNEmqXOFntpWjhHjTEDiY=,0
1491060139000,X56hhIRAMbGUMFsHR7qAEgHArnw=,0
1491223569000,GEp6oRYo28cq1vWCp1C5EV2xVrM=,0
1491094612000,iU56mp68QTst4yGqOWQjlaCCsjw=,0
1491131723000,NCmzmC3PwODwZJjQfBt/HeKt4RE=,0
1491164468000,HWQLxB/xNbIKqq4sCzKOX7JcpVM=,0
1491179699000,swWiiI1QzHjBG+tH/qK+BSz3J9s=,0
1491180438000,zFdBdGPSZ8/0yJuNvWPRx4CAqPw=,0
1491092405000,pHyc9dpQFBbbz3aqdFu86hewH6U=,0
1491099408000,in4iyQMKuM07aMhWTEgZXhc2uzA=,0
1491222660000,RKXpUUevaojt4/nJTPBX2cQw9gA=,0
1491196618000,Am9w+uCRQERZlinG8T7Z651eZZQ=,0
1491226405000,vbRDWY+WjThKL+VK25PsKrSATgs=,0
1491155190000,rFZEPieXbWjR18ULNiPRh2Xx9XI=,0
1491130446000,olDnLoHBDwFDgL1u4+pgRTr0Vr8=,0
1491120636000,nBkRtQqyRL7WQ4fOj2fvVerfGPo=,0
1491061387000,Mc+C1ueF9/VjBn9HVkgkencnLvM=,0
1491098263000,BcPFLkir16WosVnuHwIcaisUjzw=,0
1491157909000,UsNWGs95mhYDS9eV601unxzeYLc=,0
1491174724000,fcFaBG2B1f3BGPOYnkN9FQ4PFZ8=,0
1491092799000,Om0eu2w0wC4e1lnFEJlhjL8GafA=,0
1491122410000,HGxt6p9GewEuCErB4ZJJfgGXWbY=,0
1491137031000,Iiv+a550gsw1neMJlihrKJU7jJI=,0
1491157417000,5ox80+3s0NI/z7f/11ys9QKNH40=,0
1491194376000,wpB+0kd+04PBeLOGjdA6lQW2V0o=,0
1491217326000,rvTZI3zbgWwWhwoHaQ9Sx+ViOW8=,0
1491136648000,rGbB5pBsbrMbEZbu+PaXMEbnfhQ=,0
1491135592000,g20ueNO5YMDYep6UT7QNZiWsLtU=,0
1491176964000,QMxidN3PM5be4O/wMWYSru1SR1Q=,0
1491223608000,YXyFI5xdNlv4xWlcyXoyjRdxxXU=,0
1491180965000,i52ivwHcT8JoTL1yzMwF701pJ3I=,0
1491173502000,foRucOO7b4+/UTXksdMSBS2xtPI=,0
1491222753000,kI3Mu9vWcOeaHpXiV1/25To4M00=,0
1491096102000,RV9MyWmzbsRkxsKOQv2xZVdxx0U=,0
1491096810000,naBPG/s0pt7xOj34YX7tki8J/dI=,0
1491075660000,RURQB9WLkJN5Tn2mS9g/5C3uLU8=,0
1491125928000,XsONGCqrbnm1LymWuyCy4GFyuNg=,0
1491177497000,K4U2f9nOO9NdkgLXeMtTYNR98GQ=,0
1491110987000,7xHl64D6wFdqw6T+hdGxHQqA2mo=,0
1491145944000,oWlZGcAqLU5Hkwg3qIBbh7J8+gY=,0
1491105802000,qhz6Kn9wQKJK5FxRjWbb9c2DRIQ=,0
1491174487000,TZUTLAwpgE/O62qv+XdLXHXhVSw=,0
1491101414000,030gAiaFldmZq4KPC0SDSgXsFtQ=,0
1491160285000,s01Of0uMlEokWCd8ql4hZs+v+oY=,0
1491228931000,O6Hph0nldmSXgdlgnK2IwfpzXBQ=,0
1491094873000,Sf3bflwpFP9Ap7EvgAGdsX2l4+w=,0
1491082925000,UYC4HyxyylT8dQ+2SbYz74BTnoo=,0
1491212087000,cMYJhDFCBB5fMYCW4QEYi9z+irA=,0
1491094500000,63OATuCpMU7tNEW/Fxvvjdj4/20=,0
1491173958000,FxxgOz/hQ60Yyc3tIqni1S7sHrA=,0
1491091059000,DrW7sz0BGGjbjd9YR7imKJIvGc4=,0
1491054326000,XDnUJ8gqUwHlP85kIwGQcq4l5pw=,0
1491152736000,cDpb4OSVb1ikdkx2IGoclKyRSEk=,0
1491188642000,/s7MQqiQ2TiPUvM5e1uMU+vI/i4=,0
1491222507000,F27nR3RzAIf91zRsNYyPe0Jn0co=,0
1491163244000,Q6xwc9/GPtqUZ+ZFe1bSXbMOysg=,0
1491199549000,L2cJSK738uRdv0secKBDDTIWAOw=,0
1491238291000,lQvN7M3yWhgm7fOG6HD1l8EpPGM=,0
1491237804000,oRh7YoV6r1FLCsOCcQ8BcLi90SM=,0
1491109154000,AuRiWGH3fjFyap0s8yvS26DsNDw=,0
1491197067000,LYecKCiWjrM2vZRmWT0+08CUIUI=,0
1491079323000,4L2l3kYFoc08mxqQ1R+Tb6xqcoM=,0
1491221823000,DcNBzIfoQQICus+Q4FUy0+R7RQE=,0
1491096320000,Aob2WuJZ1Md9+zIb5y5u3SogpLg=,0
1491182802000,Dq7Hog599edIxorQvjuIHZUqpdI=,0
1491195453000,vH5KEsB/1sPZq+oDLyJW8uBT01w=,0
1491142352000,NCmzmC3PwODwZJjQfBt/HeKt4RE=,0
1491084115000,/ccUFZIs6+ZzJhPr9hLW6CCDnHk=,0
1491083857000,3yqsNsniYXrX38u2qnUOvCZ9Z/I=,0
1491106000000,63GFZYOwyDyf7Ea0d2vrCez/r/M=,0
1491112796000,FEtiaw0uJm65n0KhFhCmgB9aueA=,0
1491180269000,rUQgCz9Bc2akYzJOC3+zSpQxrP8=,0
1491075565000,282firZZuUAWLeSpDcM26iQosLE=,0
1491140807000,lefHwu6oGlJ6sAWguaw7babfNN8=,0
1491147733000,BrIjMvb+I6TeEghcTOhhU9AP60g=,0
1491128599000,KhjdPGS+VCj19UjIBh4Zcb6vQXU=,0
1491187898000,Mq3SS32yJDUgPpiNxuPNzWp+2/o=,0
1491070522000,jWOmXWe0emrxdXs1OAFADPihxcI=,0
1491074998000,mDzhQ3cDds9uB4YfMx1AP4pnxQY=,0
1491136532000,c4k3sRgdvV2eQiOnb/87w23Ybkk=,0
1491195020000,+F1jGX4nbT1lhSJc3NVmQhZF8Fw=,0
1491163875000,zUxBhsydb6+qs4I66j4xri5zbp4=,0
1491079632000,yOlWy4reauoOjssjgZn+JKDI6GI=,0
1491218930000,i02ZWlFXcUBc3f8Uj6ADoTapRl0=,0
1491233886000,vmxtVgIf5XleKT9a1RMTgB33eiE=,0
1491136015000,VHHLt4+fu1Gey+/Tqgj2aIU0ULs=,0
1491233051000,Xx/aoCIxVhWX/say5UtDOtKJCI8=,0
1491210456000,HXej1xGVCiS40gINRtlSfWWaHWs=,0
1491183917000,/XRgZzFOCO4YyWR44QAI9s3GtfA=,0
1491198976000,UUdng6Qva2fdO9isDEDBFAM/PfM=,0
1491073844000,kAqZPhA/Br4O8mw/z8a3mQPgVWs=,0
1491074648000,ACbrM+16yD/7RjV13ODfv57+zxY=,0
1491232489000,SH8gPfaJm2sB1gNE/ROUW/NKgXU=,0
1491142138000,DeeAMoz9djNVNq7fCA3RMWkU2V0=,0
1491236997000,XYlYysVI6mIkxHnJghQhsxVWJUA=,0
1491140613000,cE2xE0QBm9cC23sXtxBfAOgA398=,0
1491233838000,RhN61oZUeGAkpw6uK3M7pM9YRPU=,0
1491211997000,X+Tr8FN1WfqaragXEUbGzAUzTfo=,0
1491195045000,50z48FBkdzb/KfyxSgtez5Q+6/4=,0
1491111168000,3nWv7P4ylHFTmfOpGa8uxTXclyA=,0
1491230959000,GjpZiolRV7AG8dcM8SY5BueR5mE=,0
1491180312000,mG4jD+MtUL3a95V2fEVV2zqrh5w=,0
1491198102000,AKH1uHRNFtMYI2XWWwYE31q+exQ=,0
1491124753000,c+gYQgz4c0zBJ3Xyvcu4Fa4W37M=,0
1491182561000,l1k49Sck78NHtNKRYubepCsi5Aw=,0
1491213942000,clvkaWijNyfBrj520FJ2Xyu4Hqo=,0
1491116538000,UTyhaOPeDhRm33u1XccDel9oFNE=,0
1491237891000,04fMy2sgLwiUjbFFk6amiNlUVx4=,0
1491225716000,w6cZQwtyF9VUlF/rAZmWP9MmoDw=,0
1491178490000,SmenCVLTK5wlr9SafaPp7AZoZ+c=,0
1491142719000,k2izGU9S8GPw3kUfqKwJ7W/7Xa4=,0
1491152618000,y70m2o+kW6Lh13zQs8z7d5OeXNE=,0
1491148010000,mvH/kW/lHZ4LzvAyazv4WLVdsVQ=,0
1491159293000,FlMgqO6A7tpFl3DMFksitLTPdTY=,0
1491115935000,urUsjA2238rrOTYzczpxVn1F5JE=,0
1491148562000,2Vh9pEfYHX87o7psCFo+d1NLEWQ=,0
1491215558000,UQ2FBoOQDzh/f+bKKx56kE5rmtQ=,0
1491167182000,v6JG+qEP9A/SSnEneY6RVSHCsow=,0
1491219355000,/YxPqV1zdWKSIFJqJaj4I7ibWUw=,0
1491158142000,c3DSCCJwnKeBSWJgV9NW1f3q4wE=,0
1491165014000,7mf03P+sVaQVAH9gBvdTTiNsIX8=,0
1491065713000,KPKM2PkeTOjxEl8+pKtCHY9X/tI=,0
1491234371000,8bVJwoFM2pCn0/vPUyywkO2/8Bs=,0
1491231945000,a3LgYy8dUN72ezedXxNb0pxLaAI=,0
1491175025000,b1GcFAhMC3QecDO+iCHU/gSsVBQ=,0
1491087665000,zcV1rPRzJnHZ+yWnZS6F36F5tRM=,0
1490989563000,jSaHuXpVSSf7/fMCEWvxECtpzfg=,0
1491157745000,CqgstLsdp9iUqQ/psPDz1CAdbCY=,0
1491121117000,XCsur3W00tjNddiOM6Tkd6ZpjOQ=,0
1491168612000,ND6atgY1d7IZkc8MQm5kwASVXXs=,0
1491093346000,wPU9CcwHmO0CzsKhW8IgSbpTqH0=,0
1491074502000,TePL2lO3Cw2ITSJTnc6L3bqCJQs=,0
1491171020000,joXsr3ab+7Kry6R0RyD2TsDiNX8=,0
1491225253000,kPhYh9PGDMPsvhrt3TdW58MKDbY=,0
1491221552000,XzFThCDKbWpTSyXo84hagsNYBB0=,0
1491146052000,YfHVPfJD8TtNoaQze4N2ntrb+QY=,0
1491204096000,0a7RFTT4eB2WDU09KXGKUnO/7oE=,0
1491111014000,SqI50+1OVGSOUBNEKy1USVPIdxE=,0
1491140116000,goRAd3+T0kSakP7jzUwPNsvGi0A=,0
1491216918000,4oV/CmO1UTBBXtCqJo02yGSWD1E=,0
1491085014000,gKczVOZBTz1u9+12anSjEr3pEr0=,0
1491135572000,aDb9YUpzI0h064evKJuKk/zU6KM=,0
1491177997000,wtY8hB7+pU7ubmlfJTg9FkXQZ+0=,0
1491171766000,UmskOuLxmFggGN4R+Hhg5sX3ZSY=,0
1491089595000,HLnQS3epdzi1VThnquemp8UIKfU=,0
1491087437000,nHLxhKw/EmrQMNIRDYhZv/YRYoY=,0
1491082949000,GN1rKgjYCFBmVYhmwfKODxO0N+8=,0
1491065344000,55YcH3/TV6flYpO4Ic3tp9E9mtU=,0
1491221837000,nlQHEG6iv95KtykmBqgqnkXWHj0=,0
1491222016000,z3eo17lSyUMvJYf3dCkqoMLs2p8=,0
1491201766000,OUE/J9HC4+o+qL0BlBIZEFpr0QM=,0
1491074943000,DlIVMctklUZOxnrU8oA3lKBb6hk=,0
1491159190000,+XbP55EXXJlROY2LpK0+kFHY278=,0
1491170217000,4ictsgoN9DlwAbLA8R2fyNAkkSo=,0
1491203736000,NMNY/mVcoNly7SJk0bK5UjirMwA=,0
1491128765000,5SDsHT1n4WHmlqjB5uRZp0l0lwQ=,0
1491086640000,u9dFmsrh8JnEAVWz9xyNucifBks=,0
1491174274000,s4n7WxIP+TIHC9iWbVM4eaWHUEw=,0
1491094663000,tANy7IahgW1VShLlj+5iM+l9wjY=,0
1491098870000,YQvQ3aAm8EKYy+dgINGNpUwOcg0=,0
1491108216000,U56uQhd1Xnc/6LY4nZsNXn23wck=,0
1491197921000,aVBb47LgchWVFdQwRzVlTwm+UDY=,0
1491132068000,x4SRN7lXdDBZTGSt5AQ0J7y0v+M=,0
1491105346000,8eh0ptG9hQ95lXSFW2lyM0REOmw=,0
1491204980000,YKmxeQuPBYT51AeBuPSMAxEWU3A=,0
1491235262000,LqbLSVjzHGg5cC1GiKgeTfXwFOg=,0
1491103066000,fGRx0fIGqEYL9U7x4bVwqoL0pAE=,0
1491083566000,kESNgfmzjwYoK7YhYe15kM7UXsg=,0
1491089724000,TDh8FsPScUmOq5XBIUCnIH06BIU=,0
1491235718000,uO9BgQVukVPXfS6QDeIqhQWfD5Y=,0
1491136356000,+KVEnOtcpGmN+1qAUTatHff2iWs=,0
1491177582000,nlQHEG6iv95KtykmBqgqnkXWHj0=,0
1491197071000,J4nDQkSu0rs9Q2N2o9iLRqA+vyY=,0
1491102118000,cU0nRVQ+3Zoe0EOznLQ9TfrGbWM=,0
1490990941000,B6h6MPkDO0/5ABufxiUtcGF/+qo=,0
1491101089000,xXgif3zUybWn6AgKUiqS1QGYQps=,0
1491197484000,oU4PNGQSxswNeBKGK1eFy9umOO8=,0
1491157980000,6EWn2mSYbrJXzMvSHQKtadz75VE=,0
1491082419000,86KmnjcZ5GBUOdNry7+4pjO5yNE=,0
1491057302000,qv55Iw5WYbyiLGaKAs8UaWO1tzg=,0
1491228643000,v/HmcajLSogH2nEg9MeDB4cJlKk=,0
1491188895000,ZcoPBWCVLudYsQmI/VeB03sZPIc=,0
1491184796000,HYDvmxFhX2sGiT3+CldJvKYhGqE=,0
1491227761000,RK4dIqI3ZevNnoVYjq/51kKSJ1M=,0
1491164541000,MrBLdnAXK6VcV4pGtd1vbv58us4=,0
1491135946000,C+zx/CgFvDuEvYNVrsnzqtqkwhM=,0
1491236351000,IDX6H6KOIqMseJ40hKyR1eBXQY4=,0
1491167602000,hzJoYcEEUV3MLje3KxeEF+X0waY=,0
1491177293000,7lxcDScQfNeuh5J0ifdPGR7kz7I=,0
1491190188000,IA6673Z7Wgwr/336o2P0MQ2dR7g=,0
1491189951000,hzSz5rxRK5cbdKS050vlo0865sc=,0
1491083263000,ACbrM+16yD/7RjV13ODfv57+zxY=,0
1491124096000,9F3lK7ufOQRjyDsTAcl5Pu8MlaY=,0
1491088423000,n0Q0MIRF+LxzswFNWYPm9fn2Q9M=,0
1491212593000,6o73sCAK+QQyUu6ajA+cNNnmhB0=,0
1491201160000,zlsMrPSeyiYWcGQsO87IfbNMA8w=,0
1491120889000,am0ZEWcOn/Ogo2+P7P7U5h4ArJg=,0
1491087237000,1Zy+L5r5OWfNJK8dOEBhFuD968c=,0
1491140904000,cife5HRLMmjFALYnUfcC5XDirTM=,0
1491104658000,8eh0ptG9hQ95lXSFW2lyM0REOmw=,0
1491119417000,nD8MFygFoIbznOvZoED1pFV+Eh8=,0
1491052236000,WVsdsJg3nA+cfwp/C2TrG3N2+tk=,0
1491105231000,RQY1PtW2P2Za9mbfx23MMpuxejk=,0
1491188514000,fcFaBG2B1f3BGPOYnkN9FQ4PFZ8=,0
1491140093000,xow8M2Fzuq+KqC4kMJN5hmpTZtM=,0
1491234393000,cbNUoUX/ICS1ctdx5O07VUQULXs=,0
1490996962000,QCGyTQ5zhJfPWte2uHT3cidd5X0=,0
1491206002000,YMRVeg7NaqSUuRNs/3TQina0Xo0=,0
1491188975000,deKsZfeDN1CvtuYAL7aIZb4UNAw=,0
1491092899000,/vjuI/7xq9yAVkGLG1Rj1Z7Huw0=,0
1491143947000,N9sHUvsi1i7GL6MADS8/kzaX7Sg=,0
1491218970000,iuAofHpaY1qblS1q4pz76eZ6Fz4=,0
1491208474000,HNJn1IuGE78xfJqTWHIqStV+Qak=,0
1491183301000,fEULFVcj8NxkoIB5Lq9U22mJbKQ=,0
1491183549000,TzPS1hCRKC5h9/rPgrPesaTKxU0=,0
1491090546000,C/Vf3KPVfT1TjLzZz1Uh7ENeYUs=,0
1491117068000,clf+rK5do6k3DKdOq+8PEB1QAAw=,0
1491088655000,Zrop3v3cyTQ/XYyMsMOQYI6EWYc=,0
1491068888000,QY7euPDpljhWn02Va+chA1cweTw=,0
1491127171000,XCsur3W00tjNddiOM6Tkd6ZpjOQ=,0
1491092152000,fEULFVcj8NxkoIB5Lq9U22mJbKQ=,0
1491160726000,+YG0j4DxKpNyXG0pcyaSpDmDeVc=,0
1491232077000,AiYeEZ9ZG7+Lp3Y7YYxhW0Fchs8=,0
1491143817000,GVlr9tSG42TnTI8uq8LrA/Isp8Q=,0
1491144026000,BapOsFFYXRTMgthkpxg9Zat7Stc=,0
1491142521000,TfeFs1U77z2IlUblMY9gcaivhn0=,0
1490992659000,pTj4aHllmL46kBMbpzFfWL94w/g=,0
1491108390000,Em1JKwTRu62PlGOKDZEqvIR5Jn4=,0
1491091431000,GSPQy234e3+IRsKaoxi+koahEFs=,0
1491237471000,myTAV3+q92Gwski8lNHZFCXJAFM=,0
1491096187000,NRfPAUl0/Z0lofIqW7AZXR934Cg=,0
1491232414000,HHhh9mOKlWVJfATFa98Bzzwimn8=,0
1491192789000,o48ronX0jJg+kJ3Bjk8KtNwkqEE=,0
1491228861000,6MwG/eJ4IgYza3hjRWHMW4mCohM=,0
1491175767000,mS9a/jcm8rhrkIzmFq6Ha0kNojU=,0
1491236929000,btDaAER5/693+BWVSnfuyj/JiYk=,0
1491226922000,UbbyfvrJO84NhiPB//5i+oByfSY=,0
1491116290000,WbLOWXvHte82hfvXFL4y4sRusv0=,0
1491088893000,jcm5p5xfPm7bCaRYBDqIAOpoc6A=,0
1491188923000,gvrS742+EQ81dkTr8+/oySOu8B0=,0
1491121812000,CDilFSC/3xJTOPOiCJRND3ta9yY=,0
1491238524000,0b/k352Xsb1MRX9tgUu3T8txxoE=,0
1491173519000,s/4rM0ow4aBTmEyPMzegZMXBtjo=,0
1491182076000,DtnyV0UkdLis+myLg9JJNa/0yaA=,0
1491058184000,WoXEprhGI1G7h+bM+RjNY4T1CzU=,0
1491177152000,XP+sXpty+bysnyesfX21/otNTfk=,0
1491171944000,9aHbgKSpnqT1AaO3Y8/sHxs4xQ8=,0
1491230021000,nlQHEG6iv95KtykmBqgqnkXWHj0=,0
1491188253000,iDBjv2lUkIaw4sRxN8R0GDosgUg=,0
1491141614000,kYp2iK0Trj4qQZKxsXtzQaSM5Yg=,0
1491229714000,9FOIH74jto62/kbbLK1SQxH+7sY=,0
1491214321000,m2flHWH6ZBHnOhdF+Uo0XtHa3zI=,0
1491103500000,KTITGkfM41F6oZJ8btuKqQjh57s=,0
1491104023000,J93c/DsTId9JVJs5uQZ0/1UnWx4=,0
1491089454000,HFDee+Fn4EHVbausdUvkjY+B9AQ=,0
1491094929000,Rq4QM5GRxy2vgNALwLJfDqxNhJE=,0
1491141531000,Xqt7Ty+QQ6ycMLmwZ0P5VCjsOJI=,0
1491104217000,EzUSLY4atlhMGFRmlMNheOzqWyc=,0
1491186613000,mvHMCjLLvPGpW81uWDhj+0c5QxY=,0
1491181514000,Efsl2zMHb29lCr0B4jyMA9C14SY=,0
1491097629000,IC9xHjUilrPxkbD45mhm3t6TRWg=,0
1491226163000,NVK/w5g4/psB3g7w3+MG8qyK3NU=,0
1491155438000,uN+pG8BYPwjzGJuvBQhtTmzj71w=,0
1491167020000,ch/duy8TBSDG65AfsBVh7B19Au8=,0
1491236825000,eHkLwP3XpUe1ZVlFts7aygLJ4iE=,0
1491071792000,7n0wUhZOZVZz3Nipdpl1PLI+FNg=,0
1491088354000,H2pDC0z/VGZgerIpoPhevPjD4xg=,0
1491233055000,m5x5bSEiqv23ghJgKA+6sVBm1Zc=,0
1491101729000,cGlWDbYucaV7Oh4qoDcJG7z0ZUo=,0
1491135018000,XsONGCqrbnm1LymWuyCy4GFyuNg=,0
1491095548000,8YI4VcOSTfOx+hG8PV4PKm02ZQw=,0
1491127818000,clwjTwtTka+qelgKX6KzdsOBu7k=,0
1491151842000,P3n0bCL1MyF9S4ZqCnrvUiZnB3c=,0
1491120072000,bf/WTyCeQ0NCAEg0+2jOz5OKJOE=,0
1491215036000,Nhyob5l+BOoR2n2TMAsrN99QkFk=,0
1491121841000,nLtVppbsqqnkQwBvRJCYl+OO/0I=,0
1491076677000,qFAZ/MVuHUvm3LzGG+fO2Ja7nwc=,0
1491198939000,o2oSkS6F1RLp6v/Ra1xTJI0c2IU=,0
1491122930000,EC+mi4vvXP4mPy9cFTE+/OGhm/0=,0
1491156915000,TD7WuS44p2ZewYTwaXH75a67umc=,0
1491156792000,H6LBfKTjbEJwS7yxpAsUwh0Cf0Q=,0
